Scientific Name,Longitude,Latitude
Abies faxoniana,102.3615932,30.99203136
Abies faxoniana,103.5639095,31.04550713
Abies faxoniana,103.1893444,31.05065452
Abies faxoniana,103.3192062,31.10927833
Abies faxoniana,103.652184,31.147141
Abies faxoniana,102.76,31.15
Abies faxoniana,102.5843668,31.20586428
Abies faxoniana,102.165556,31.22814219
Abies faxoniana,102.2256374,31.24568188
Abies faxoniana,103.7379742,31.25434045
Abies faxoniana,102.233939,31.321761
Abies faxoniana,103.5,31.33
Abies faxoniana,103.082453,31.3426784
Abies faxoniana,103.0888367,31.37034718
Abies faxoniana,102.863412,31.37258911
Abies faxoniana,102.87,31.42
Abies faxoniana,103.1545401,31.42705186
Abies faxoniana,103.1690884,31.43166585
Abies faxoniana,103.91667,31.4333
Abies faxoniana,103.1342411,31.43825687
Abies faxoniana,103.1901169,31.44418839
Abies faxoniana,103.6079407,31.4462387
Abies faxoniana,103.0809402,31.46403063
Abies faxoniana,101.8466389,31.47288889
Abies faxoniana,102.5063896,31.47815925
Abies faxoniana,102.5189209,31.49967751
Abies faxoniana,102.4990082,31.50743458
Abies faxoniana,102.65,31.517
Abies faxoniana,103.4513855,31.54196768
Abies faxoniana,103.8241482,31.54613713
Abies faxoniana,102.8148651,31.57268555
Abies faxoniana,102.803793,31.5827398
Abies faxoniana,102.7775288,31.5833613
Abies faxoniana,102.7631521,31.5920253
Abies faxoniana,103.4879065,31.60814479
Abies faxoniana,103.5797024,31.61158033
Abies faxoniana,102.7629375,31.62210544
Abies faxoniana,102.8066254,31.63292168
Abies faxoniana,103.03,31.65
Abies faxoniana,102.7909184,31.65170095
Abies faxoniana,101.9960403,31.6533814
Abies faxoniana,104.4034195,31.65834951
Abies faxoniana,102.804254,31.659624
Abies faxoniana,103.8534808,31.6811501
Abies faxoniana,103.8999,31.6834
Abies faxoniana,103.9004517,31.69560186
Abies faxoniana,102.2895889,31.71568611
Abies faxoniana,103.33,31.72
Abies faxoniana,102.3113823,31.72437089
Abies faxoniana,102.5300789,31.75232816
Abies faxoniana,103.5564423,31.77677473
Abies faxoniana,103.6098289,31.79534251
Abies faxoniana,101.6620302,31.79588964
Abies faxoniana,103.5299206,31.79661914
Abies faxoniana,103.543911,31.80395028
Abies faxoniana,102.2902679,31.81572994
Abies faxoniana,102.590847,31.81762622
Abies faxoniana,103.557322,31.82138219
Abies faxoniana,102.683115,31.8259402
Abies faxoniana,102.1805763,31.83571182
Abies faxoniana,102.6842308,31.83797227
Abies faxoniana,102.6340199,31.84387835
Abies faxoniana,102.68,31.85
Abies faxoniana,103.03,31.85
Abies faxoniana,102.7028561,31.85226287
Abies faxoniana,102.644577,31.85539776
Abies faxoniana,102.1556854,31.85554357
Abies faxoniana,103.458252,31.85583518
Abies faxoniana,102.7153873,31.85904285
Abies faxoniana,102.4891806,31.86984967
Abies faxoniana,102.6583099,31.89329958
Abies faxoniana,102.1982574,31.89417406
Abies faxoniana,102.3,31.9
Abies faxoniana,103.4905243,31.90116955
Abies faxoniana,102.2077847,31.90335553
Abies faxoniana,103.3737946,31.98252587
Abies faxoniana,103.415973,31.991324
Abies faxoniana,102.6092148,32.00458235
Abies faxoniana,102.6246643,32.0127339
Abies faxoniana,102.6072407,32.01484445
Abies faxoniana,103.0180693,32.04940689
Abies faxoniana,102.4999523,32.14429546
Abies faxoniana,102.1683884,32.15788445
Abies faxoniana,104.433,32.2
Abies faxoniana,102.5027847,32.20292433
Abies faxoniana,104.1315937,32.25432972
Abies faxoniana,100.9279633,32.25708794
Abies faxoniana,104.4333,32.26667
Abies faxoniana,104.5578718,32.41025525
Abies faxoniana,102.6548767,32.43039716
Abies faxoniana,101.5,32.5
Abies faxoniana,104.7644234,32.57940146
Abies faxoniana,104.267,32.6
Abies faxoniana,103.5980701,32.65339541
Abies faxoniana,103.50167,32.667
Abies faxoniana,103.839426,32.72487316
Abies faxoniana,104.3236399,32.74039638
Abies faxoniana,103.823204,32.74194856
Abies faxoniana,104.3320084,32.76735704
Abies faxoniana,105.2620053,32.78368466
Abies faxoniana,105.0760746,32.81548334
Abies faxoniana,105.1383877,32.82385047
Abies faxoniana,101.7004395,32.87036023
Abies faxoniana,104.333,32.88
Abies faxoniana,104.0666667,32.9
Abies faxoniana,104.6758461,32.93334385
Abies faxoniana,103.6666667,32.98333333
Abies faxoniana,104.7447681,33.0074039
Abies faxoniana,103.5,33.01
Abies faxoniana,103.718,33.031
Abies faxoniana,103.9385176,33.03813299
Abies faxoniana,102.6196432,33.1310466
Abies faxoniana,103.9258575,33.16342102
Abies faxoniana,104.8034763,33.17757434
Abies faxoniana,104.7709841,33.18790051
Abies faxoniana,103.7738514,33.24938333
Abies faxoniana,104.6158504,33.36440596
Abies faxoniana,104.84725,33.40385955
Abies faxoniana,103.3731508,33.47326296
Abies faxoniana,104.5443535,33.48335728
Abies faxoniana,104.397583,33.52772969
Abies faxoniana,104.3604183,33.55970665
Abies faxoniana,104.3967676,33.58809685
Abies faxoniana,104.3479729,33.60003653
Abies faxoniana,104.1607761,33.69070982
Abies faxoniana,103.4591532,33.69113831
Abies faxoniana,104.1715157,33.69966299
Abies faxoniana,104.1675568,33.71405932
Abies faxoniana,104.3429947,33.7518906
Abies faxoniana,104.0431023,33.83185235
Abies faxoniana,102.8984642,33.87454883
Abies faxoniana,104.2030907,33.89863192
Abies faxoniana,104.1665268,33.91259414
Abies faxoniana,104.4426441,33.9817304
Abies faxoniana,103.0407715,33.993473
Abies faxoniana,104.4410992,34.00436013
Abies faxoniana,103.2328606,34.02634363
Abies faxoniana,103.2230759,34.04412547
Abies faxoniana,103.9171886,34.0615836
Abies faxoniana,102.6311016,34.07953577
Abies faxoniana,104.0520287,34.22425804
Abies faxoniana,103.3254719,34.46481562
Abies faxoniana,103.3255577,34.50542494
Abies faxoniana,104.3364716,34.53484372
Abies faxoniana,103.5258865,34.54463589
Abies faxoniana,103.5400915,34.54707492
Abies faxoniana,102.8313446,34.56714997
Abies faxoniana,102.8035355,34.5686342
Abies faxoniana,103.5001373,34.57556026
Abies faxoniana,103.401947,34.58531231
Abies faxoniana,103.2371521,34.61456158
Abies faxoniana,103.2546616,34.62190761
Abies faxoniana,102.8886795,34.63518531
Abies faxoniana,103.3621216,34.64281196
Abies faxoniana,103.71285,34.91643333
Abies faxoniana,103.733,34.933
Abies faxoniana,103.8396835,34.9411109
Abies faxoniana,103.7297988,34.94747814
Abies faxoniana,103.7445831,34.95067916
Abies faxoniana,103.7090492,34.97107834
Abies faxoniana,103.714757,34.97997501
Abies forrestii,98.91566277,28.48875958
Abies forrestii,100.2023935,27.00992879
Abies forrestii,100.21378,27.010246
Abies forrestii,99.0605,28.1918
Abies forrestii,99.003,28.2248
Abies forrestii,100.1517105,27.09588521
Abies forrestii,100.2193451,27.05729132
Abies forrestii,100.2301598,26.79909806
Abies forrestii,98.64212036,27.74948084
Abies forrestii,98.66323471,27.74165674
Abies forrestii,101.1027145,25.99762707
Abies forrestii,100.2286148,27.07701025
Abies forrestii,99.13779259,28.40106483
Abies forrestii,100.2872157,27.16176976
Abies forrestii,100.4521179,27.36566943
Abies forrestii,100.5807352,27.43070873
Abies forrestii,101.326561,27.91570484
Abies forrestii,102.3930073,27.47834943
Abies forrestii,102.4307728,27.48093842
Abies forrestii,102.5027847,28.63244546
Abies forrestii,102.7401924,27.65943171
Abies forrestii,102.7535605,27.65935569
Abies forrestii,102.7989006,28.9593377
Abies forrestii,102.8327179,28.96068947
Abies forrestii,93.8504076,29.79868216
Abies forrestii,100.1391792,26.96063375
Abies forrestii,100.2449226,26.80308181
Abies forrestii,100.3345278,28.45180556
Abies forrestii,103.2134628,27.70936687
Abies forrestii,103.2429886,27.69903209
Abies forrestii,93.43408585,29.09045197
Abies forrestii,101.3200378,27.97075298
Abies forrestii,100.3479444,28.5365
Abies forrestii,101.202836,28.11661581
Abies forrestii,101.1005259,28.03334937
Abies forrestii,99.62333679,29.01984957
Abies forrestii,98.33450317,28.47593443
Abies forrestii,102.7883863,26.02350659
Abies forrestii,102.851944,26.06834833
Abies forrestii,100.197587,26.99685184
Abies forrestii,99.66316223,29.10732636
Abies forrestii,99.7992897,28.9320733
Abies forrestii,94.2581892,29.75241822
Abies forrestii,99.9394083,29.14976259
Abies forrestii,100.2484846,27.1384377
Abies forrestii,100.2660799,27.13988894
Abies forrestii,100.4750991,28.82095114
Abies forrestii,101.3991737,29.14841329
Abies forrestii,102.855463,26.08692776
Abies forrestii,100.2273273,27.12071583
Abies forrestii,100.2413607,27.1248028
Abies forrestii,101.3335133,29.54993991
Abies forrestii,99.2843914,26.15189399
Abies forrestii,100.2225208,27.02575675
Abies forrestii,100.405426,28.81429582
Abies forrestii,100.4342651,28.81595029
Abies forrestii,100.1986599,26.95818565
Abies forrestii,102.4667788,28.84301967
Abies forrestii,94.33719635,29.65210643
Abies forrestii,98.77052307,27.87610745
Abies forrestii,99.07539368,27.08961938
Abies forrestii,103.1372023,27.1079574
Abies forrestii,94.71382141,29.61435643
Abies forrestii,100.1113701,26.97187905
Abies forrestii,103.315258,27.80966207
Abies forrestii,103.3372307,27.81228119
Abies forrestii,100.0756645,27.27934861
Abies forrestii,100.3778744,27.39345012
Abies forrestii,100.6631756,27.23929186
Abies forrestii,102.2221184,27.44186863
Abies forrestii,102.2301865,27.46669821
Abies forrestii,102.5236416,27.39390736
Abies forrestii,98.88622284,27.03038237
Abies forrestii,98.91291618,27.01432567
Abies forrestii,99.93164063,27.23021033
Abies forrestii,100.5106544,28.05562066
Abies forrestii,99.26971436,27.16436616
Abies forrestii,99.816,27.55
Abies forrestii,101.8605566,26.69393793
Abies forrestii,99.7,28.4667
Abies forrestii,94.33668137,29.6286822
Abies forrestii,94.57014084,29.56136321
Abies forrestii,98.7815094,28.44348738
Abies forrestii,99.017,26.05
Abies forrestii,99.06629562,27.70009601
Abies forrestii,99.26319122,27.10711697
Abies forrestii,99.41571236,28.18302358
Abies forrestii,99.62282181,27.84939758
Abies forrestii,99.66247559,26.6425489
Abies forrestii,99.75551605,28.21275182
Abies forrestii,100.0078583,27.34798371
Abies forrestii,100.04262,29.13147
Abies forrestii,100.1601219,27.32266993
Abies forrestii,100.2263832,27.15646224
Abies forrestii,100.3934097,25.94523348
Abies forrestii,101.0889816,26.0071156
Abies forrestii,101.5,29.333
Abies forrestii,101.9618797,27.03527539
Abies forrestii,102.282717,30.381124
Abies forrestii,102.4,27.5
Abies forrestii,99.8497813,26.71965438
Abies forrestii,101.9728661,28.54059128
Abies forrestii,101.9885731,28.55482215
Abies forrestii,94.89715576,30.24750119
Abies forrestii,99.72358704,27.78836514
Abies forrestii,100.261113,28.1075774
Abies forrestii,101.1665726,28.01683231
Abies forrestii,101.1934376,28.01668076
Abies forrestii,94.65614319,29.73307938
Abies forrestii,99.48051453,27.61358073
Abies forrestii,94.75347519,29.73650773
Abies forrestii,100.0170851,27.70081795
Abies forrestii,102.5354004,27.37877943
Abies forrestii,99.450515,27.397165
Abies forrestii,101.7479897,29.58159348
Abies forrestii,94.38071251,29.64502005
Abies forrestii,98.90424728,28.02751565
Abies forrestii,99.05093193,27.7988433
Abies forrestii,100.2310181,28.66814799
Abies forrestii,100.245563,28.668725
Abies forrestii,101.3950539,28.01092191
Abies forrestii,101.4074993,28.01524108
Abies forrestii,101.1923218,28.33007099
Abies forrestii,101.2376404,27.94725101
Abies georgei,100.3934097,25.94523348
Abies georgei,99.017,26.05
Abies georgei,102.851944,26.06834833
Abies georgei,102.8334045,26.0782937
Abies georgei,102.8499806,26.08999192
Abies georgei,102.9667,26.1833
Abies georgei,100.071373,26.22752675
Abies georgei,100.135231,26.30080201
Abies georgei,100.1415396,26.31620932
Abies georgei,99.06835556,26.4946959
Abies georgei,98.91617775,26.53624604
Abies georgei,98.92802238,26.54361751
Abies georgei,99.58681583,26.59792907
Abies georgei,99.8497813,26.71965438
Abies georgei,100.2256966,26.80737184
Abies georgei,100.2299452,26.8760955
Abies georgei,98.97136688,26.9306408
Abies georgei,98.96072388,26.94104742
Abies georgei,100.1986599,26.95818565
Abies georgei,100.2598572,26.9814405
Abies georgei,100.197587,26.99685184
Abies georgei,100.2023935,27.00992879
Abies georgei,100.21378,27.010246
Abies georgei,100.1117,27.0126
Abies georgei,100.1977158,27.02824161
Abies georgei,100.2317047,27.05469244
Abies georgei,100.1599503,27.05515107
Abies georgei,100.2193451,27.05729132
Abies georgei,99.49029922,27.05897291
Abies georgei,100.2938461,27.06936767
Abies georgei,100.2457809,27.07074337
Abies georgei,99.86992836,27.07185157
Abies georgei,100.2284431,27.07563463
Abies georgei,103.045578,27.08411739
Abies georgei,100.1444149,27.08472874
Abies georgei,99.07539368,27.08961938
Abies georgei,100.1517105,27.09588521
Abies georgei,100.2458668,27.09833031
Abies georgei,100.2267265,27.10085177
Abies georgei,99.26319122,27.10711697
Abies georgei,103.1372023,27.1079574
Abies georgei,99.38919067,27.11750726
Abies georgei,100.2273273,27.12071583
Abies georgei,100.2479911,27.12921428
Abies georgei,100.269556,27.13064654
Abies georgei,100.1190948,27.13797941
Abies georgei,100.2468967,27.14240946
Abies georgei,100.2263832,27.15646224
Abies georgei,99.44283485,27.21021308
Abies georgei,100.1601219,27.32266993
Abies georgei,100.0078583,27.34798371
Abies georgei,100.1709795,27.37233896
Abies georgei,101.5660286,27.37870322
Abies georgei,100.3804493,27.39280237
Abies georgei,100.2838898,27.39798431
Abies georgei,99.15641785,27.4037756
Abies georgei,102.3427963,27.40468998
Abies georgei,98.83077621,27.40689972
Abies georgei,102.399721,27.43144
Abies georgei,99.81057644,27.45180875
Abies georgei,100.0483704,27.4729428
Abies georgei,100.0372553,27.49658529
Abies georgei,99.03162003,27.50423661
Abies georgei,102.1471024,27.5227346
Abies georgei,99.84237671,27.53658702
Abies georgei,99.816,27.55
Abies georgei,99.37923431,27.58756716
Abies georgei,102.3965263,27.59289208
Abies georgei,99.01732922,27.60042259
Abies georgei,99.48051453,27.61358073
Abies georgei,99.73474503,27.6165468
Abies georgei,99.74684715,27.66992227
Abies georgei,99.06105995,27.6988041
Abies georgei,98.65181923,27.73641503
Abies georgei,98.66323471,27.74165674
Abies georgei,99.72358704,27.78836514
Abies georgei,99.05093193,27.7988433
Abies georgei,99.90567684,27.80146268
Abies georgei,99.01599884,27.80544857
Abies georgei,99.9833,27.81667
Abies georgei,99.7060132,27.8230796
Abies georgei,99.9810791,27.82867772
Abies georgei,99.56497192,27.84393339
Abies georgei,99.63054657,27.85212957
Abies georgei,99.7259903,27.86275334
Abies georgei,98.77052307,27.87610745
Abies georgei,101.601886,27.881262
Abies georgei,101.2794185,27.9286069
Abies georgei,101.2639046,27.93254072
Abies georgei,98.71267319,27.95043545
Abies georgei,101.3200378,27.97075298
Abies georgei,99.36584473,28.01137657
Abies georgei,101.174859,28.013953
Abies georgei,98.61883879,28.01565783
Abies georgei,101.1934376,28.01668076
Abies georgei,98.90377522,28.02751565
Abies georgei,98.5815239,28.05365128
Abies georgei,101.1833096,28.0673226
Abies georgei,100.261113,28.1075774
Abies georgei,101.202836,28.11661581
Abies georgei,99.88872528,28.12490484
Abies georgei,98.49723816,28.18521755
Abies georgei,101.5534544,28.21241147
Abies georgei,99.75551605,28.21275182
Abies georgei,98.84124756,28.22538193
Abies georgei,101.1700916,28.22954122
Abies georgei,98.73756409,28.26160011
Abies georgei,99.41730022,28.26413265
Abies georgei,99.29078579,28.26685413
Abies georgei,99.25898552,28.28359722
Abies georgei,98.87652397,28.29463185
Abies georgei,101.1923218,28.33007099
Abies georgei,99.07848358,28.33241304
Abies georgei,98.82339478,28.38838005
Abies georgei,98.97089481,28.39304264
Abies georgei,98.7815094,28.44348738
Abies georgei,98.45166206,28.4488456
Abies georgei,98.76777649,28.45541094
Abies georgei,100.281809,28.462547
Abies georgei,99.7,28.4667
Abies georgei,98.4744072,28.47389735
Abies georgei,98.33450317,28.47593443
Abies georgei,98.90785217,28.48046113
Abies georgei,100.2778816,28.49554874
Abies georgei,100.1954842,28.50339344
Abies georgei,102.2881222,28.51960901
Abies georgei,100.2559948,28.5360483
Abies georgei,100.3249168,28.54170343
Abies georgei,100.8558226,28.54520945
Abies georgei,100.2098179,28.56364244
Abies georgei,99.84832048,28.59085252
Abies georgei,97.07794189,28.63877338
Abies georgei,97.47156143,28.6600143
Abies georgei,100.245563,28.668725
Abies georgei,98.42784405,28.76194091
Abies georgei,102.3497486,28.78187799
Abies georgei,102.2719002,28.8053462
Abies georgei,99.65560913,28.90840825
Abies georgei,99.7917366,28.92869289
Abies georgei,100.8314167,28.98792448
Abies georgei,101.94967,28.992093
Abies georgei,101.5072989,29.0003429
Abies georgei,100.3281784,29.02420266
Abies georgei,96.77573204,29.03358369
Abies georgei,101.2623596,29.03898677
Abies georgei,99.68247414,29.06704824
Abies georgei,101.5710889,29.09403889
Abies georgei,99.64144707,29.09712706
Abies georgei,101.3931656,29.10297678
Abies georgei,101.5828514,29.11565004
Abies georgei,101.75329,29.11709591
Abies georgei,101.1933517,29.1190618
Abies georgei,101.4120483,29.13881781
Abies georgei,101.5208817,29.14526488
Abies georgei,101.409173,29.15441001
Abies georgei,97.22428322,29.15560931
Abies georgei,101.5317083,29.22113889
Abies georgei,101.5316963,29.25802291
Abies georgei,97.17544556,29.25944564
Abies georgei,101.536284,29.287055
Abies georgei,101.4612293,29.29062841
Abies georgei,101.4873648,29.30750731
Abies georgei,101.5001321,29.33250241
Abies georgei,102.1666,29.333
Abies georgei,101.9853115,29.55867549
Abies recurvata,101.200304,31.8117914
Abies recurvata,104.0443039,33.53967772
Abies recurvata,103.8884354,33.56735933
Abies recurvata,103.8038063,32.22325762
Abies recurvata,103.8206291,32.22238629
Abies recurvata,102.2950745,31.86290648
Abies recurvata,102.2027206,31.90218968
Abies recurvata,101.90867,31.815435
Abies recurvata,102.0410585,31.66002984
Abies recurvata,102.5873709,31.82940414
Abies recurvata,102.8323317,31.62517504
Abies recurvata,102.3118973,31.86086533
Abies recurvata,102.3609924,30.98879389
Abies recurvata,102.8031921,31.65725362
Abies recurvata,101.9256592,31.82885721
Abies recurvata,102.4868202,31.48518616
Abies recurvata,104.0350638,33.00429088
Abies recurvata,104.3236399,32.74039638
Abies recurvata,102.81744,32.0978451
Abies recurvata,102.6892519,31.80595621
Abies recurvata,102.5120544,31.85189835
Abies recurvata,102.7801895,31.65933579
Abies recurvata,103.1884003,34.22997081
Abies recurvata,102.6504993,31.89978506
Abies recurvata,101.456291,31.636689
Abies recurvata,103.6207294,33.94293272
Abies recurvata,103.1679726,31.43335026
Abies recurvata,102.3470879,31.85904285
Abies recurvata,100.85,31.26
Abies recurvata,103.6233473,32.7638205
Abies recurvata,102.325,31.87
Abies recurvata,102.2657204,31.8683736
Abies recurvata,101.8920994,31.80085012
Abies recurvata,103.4591532,33.69113831
Abies recurvata,103.33,31.72
Abies recurvata,100.3166771,30.93756854
Abies recurvata,100.9725952,31.09998179
Abies recurvata,100.2674103,31.2660796
Abies recurvata,102.8155518,31.6436636
Abies recurvata,102.5793457,31.84198261
Abies recurvata,103.8877487,33.58073202
Abies recurvata,100.4555082,30.4979407
Abies recurvata,101.1070061,30.9696612
Abies recurvata,100.294,31.242
Abies ernestii,101.2570381,27.13293811
Abies ernestii,101.2855158,27.13430973
Abies ernestii,100.2230358,27.18990686
Abies ernestii,102.3402643,27.29677832
Abies ernestii,102.7280903,27.66220649
Abies ernestii,101.4530754,28.02433349
Abies ernestii,100.5106544,28.05562066
Abies ernestii,100.261113,28.1075774
Abies ernestii,101.1923218,28.33007099
Abies ernestii,100.281809,28.462547
Abies ernestii,98.4721756,28.47231292
Abies ernestii,98.33450317,28.47593443
Abies ernestii,100.2029514,28.50460027
Abies ernestii,100.2698135,28.51727111
Abies ernestii,101.9762135,28.54170343
Abies ernestii,97.96937943,28.65489277
Abies ernestii,103.073214,28.657237
Abies ernestii,99.189327,28.685914
Abies ernestii,96.77324295,28.71535606
Abies ernestii,99.31241512,28.81927795
Abies ernestii,100.4750991,28.82095114
Abies ernestii,99.65560913,28.90840825
Abies ernestii,100.692447,28.916498
Abies ernestii,96.74603462,29.00070883
Abies ernestii,99.70693588,29.02848051
Abies ernestii,99.32601929,29.05556947
Abies ernestii,101.511097,29.09465208
Abies ernestii,100.0057983,29.12637234
Abies ernestii,101.5184784,29.1322204
Abies ernestii,101.409173,29.15441001
Abies ernestii,101.5503216,29.4700527
Abies ernestii,101.3335133,29.54993991
Abies ernestii,101.9898605,29.56711171
Abies ernestii,98.58873367,29.70072785
Abies ernestii,98.87557983,29.71906663
Abies ernestii,101.5,30
Abies ernestii,99.14680481,30.00786853
Abies ernestii,100.9954262,30.01827358
Abies ernestii,101.3306969,30.05811388
Abies ernestii,100.9741402,30.10533584
Abies ernestii,99.21452522,30.18653471
Abies ernestii,99.34850693,30.32761975
Abies ernestii,102.1793318,30.46376713
Abies ernestii,102.2957611,30.48717954
Abies ernestii,101.5047455,30.49779279
Abies ernestii,101.9903755,30.6117659
Abies ernestii,102.7565002,30.69475916
