Scientific Name,Longitude,Latitude
Abies ernestii,101.3614082,30.71188057
Abies ernestii,101.3106823,30.7799671
Abies ernestii,101.1348152,30.87320355
Abies ernestii,101.9444167,30.8800556
Abies ernestii,102.9011,30.934661
Abies ernestii,100.3166771,30.93756854
Abies ernestii,103.0874634,30.95052467
Abies ernestii,101.7506504,30.95876857
Abies ernestii,102.87323,30.96347905
Abies ernestii,102.3609924,30.98879389
Abies ernestii,102.183412,31.019963
Abies ernestii,100.9704065,31.10358293
Abies ernestii,98.97844791,31.10455669
Abies ernestii,98.87523651,31.12114571
Abies ernestii,102.3479462,31.1329014
Abies ernestii,98.82099152,31.20267081
Abies ernestii,100.8453941,31.20384543
Abies ernestii,102.4459648,31.21705894
Abies ernestii,102.0044088,31.23217881
Abies ernestii,100.6972504,31.40463782
Abies ernestii,102.87,31.42
Abies ernestii,100.5647278,31.45326801
Abies ernestii,102.0890808,31.47464559
Abies ernestii,100.0859642,31.48430783
Abies ernestii,102.4868202,31.48518616
Abies ernestii,100.6248951,31.53296982
Abies ernestii,102.761415,31.562704
Abies ernestii,102.7816486,31.57502555
Abies ernestii,102.8323317,31.62517504
Abies ernestii,101.454277,31.63167934
Abies ernestii,102.8155518,31.6436636
Abies ernestii,102.7909184,31.65170095
Abies ernestii,102.8031921,31.65725362
Abies ernestii,102.7801895,31.65933579
Abies ernestii,101.200304,31.8117914
Abies ernestii,102.5873709,31.82940414
Abies ernestii,103.03,31.85
Abies ernestii,102.5120544,31.85189835
Abies ernestii,102.3470879,31.85904285
Abies ernestii,102.3118973,31.86086533
Abies ernestii,102.4815416,31.86341676
Abies ernestii,102.2085142,31.89975314
Abies ernestii,100.9320402,31.93158645
Abies ernestii,100.9299374,31.94864829
Abies ernestii,100.9863281,31.9767743
Abies ernestii,102.6083994,32.01397112
Abies ernestii,100.5094099,32.04686063
Abies ernestii,102.9769135,32.07093815
Abies ernestii,102.8081477,32.08169492
Abies ernestii,102.81744,32.0978451
Abies ernestii,103.8206291,32.22238629
Abies ernestii,103.8038063,32.22325762
Abies ernestii,104.1315937,32.25432972
Abies ernestii,101.529664,32.610076
Abies ernestii,104.2551041,33.25376177
Abies ernestii,104.4265079,33.52272104
Abies ernestii,104.3604183,33.55970665
Abies ernestii,104.3872833,33.56170929
Abies ernestii,104.3967676,33.58809685
Abies ernestii,104.4459915,33.69692269
Abies ernestii,104.343338,33.77672169
Abies ernestii,103.9825058,33.97311813
Abies ernestii,104.4366838,33.98684689
Abies ernestii,103.2206726,34.03438148
Abies ernestii,103.5001373,34.57556026
Abies ernestii,103.2546616,34.62190761
Abies ernestii,103.1667,34.8333
